Gene,WT_Log,WT_DS,WT_Q,Rpd3_Log,Rpd3_DS,Rpd3_Q
HXK2,10.47,4.815,0.424,10.652,7.221,6.623
HXT1,8.069,4.179,0.293,6.725,3.028,2.236
HXT10,0.033,0.52,-0.382,-1.506,-1.524,-0.475
HXT11,2.796,2.09,-0.643,1.437,1.635,3.503
HXT12,2.846,1.597,-1.225,1.641,1.23,2.609
HXT13,2.254,2.241,-2.567,0.319,2.141,2.258
HXT14,-1.029,-2.281,-3.661,-1.752,1.763,-0.918
HXT15,2.712,2.449,-1.431,-2.563,-0.145,0.85
HXT16,2.248,1.959,-2.238,-4.148,-0.581,0.008
HXT17,-1.269,-1.466,-6.23,,-2.201,-1.984
HXT2,10.288,2.812,5.078,9.963,4.66,9.859
HXT3,10.265,5.567,-0.003,10.123,6.573,5.592
HXT4,6.88,1.856,-0.964,5.493,4.262,4.588
HXT5,3.356,10.876,7.585,3.294,9.324,8.495
HXT6,8.218,9.82,3.547,6.137,10.699,9.809
HXT7,8.357,9.659,3.736,6.228,10.505,9.868
HXT8,2.653,1.63,-3.436,2.016,1.904,1.784
HXT9,2.363,2.171,-1.465,0.174,0.239,2.06
HYM1,4.541,4.163,-0.5,3.86,3.973,2.96
HYP2,12.621,10.604,4.709,12.678,10.916,8.969
HYR1,7.623,8.692,5.743,9.218,8.633,7.391
IAH1,4.912,5.04,1.819,6.168,5.745,4.429
IBA57,4.024,5.129,0.994,5.406,6.473,4.398
IBD2,4.591,2.844,1.05,5.763,4.017,3.866
ICE2,6.363,5.199,2.282,6.619,6.19,5.186
ICL1,4.663,11.627,3.063,5.167,12.618,4.722
ICL2,3.689,8.04,2.768,4.389,7.994,6.222
ICP55,5.54,4.275,-0.991,6.025,6.468,3.883
ICR1,2.778,2.53,-2.524,2.99,3.501,2.669
ICS2,5.137,7.185,3.002,6.614,6.816,9.111
ICS3,4.59,4.583,0.763,5.124,5.697,4.522
ICT1,6.362,4.38,2.538,7.265,5.543,4.246
ICY1,6.592,6.551,-0.764,5.687,6.575,4.072
ICY2,5.469,8.542,0.454,6.751,8.584,6.72
IDH1,7.116,9.426,1.968,8.482,10.01,5.552
IDH2,7.691,9.787,1.721,8.651,10.19,5.161
IDI1,8.025,6.983,2.531,8.234,7.215,5.777
IDP1,8.711,7.915,1.932,8.749,8.843,5.499
IDP2,2.849,9.911,1.527,4.85,10.2,5.652
IDP3,2.639,5.458,4.521,2.421,3.793,5.256
IDS2,4.523,4.547,0.282,5.073,5.065,4.034
IES1,4.747,3.92,-0.305,4.733,3.984,3.581
IES2,3.94,3.615,1.809,4.553,3.796,3.385
IES3,6.1,4.88,1.312,6.37,5.383,5.171
IES4,5.767,5.116,1.055,5.634,5.16,3.435
IES5,5.587,5.227,0.704,6.69,6.254,3.767
IES6,6.363,5.305,2.081,6.374,4.964,4.582
IFA38,7.345,5.72,-0.687,7.234,6.585,5.074
IFH1,5.437,3.084,0.614,5.924,4.231,4.469
IFM1,3.997,3.478,-0.46,4.089,4.905,2.69
IGD1,3.375,7.253,4.036,4.594,7.111,6.998
IGO1,7.15,6.679,4.33,7.348,6.501,7.154
IGO2,6.391,7.17,5.02,6.824,7.417,6.906
IKI1,5.821,4.506,0.76,6.128,5.489,4.788
IKI3,7.262,4.806,1.433,7.237,5.604,5.064
IKS1,3.832,5.203,2.163,4.42,4.53,4.172
ILM1,6.223,4.58,-2.099,6.122,4.875,3.51
ILS1,9.231,6.477,0.777,9.267,7.436,5.776
ILV1,8.413,6.384,0.262,8.487,7.323,5.212
ILV2,8.581,8.092,2.245,8.918,8.616,6.121
ILV3,8.99,8.076,0.901,8.541,8.566,5.084
ILV5,10.561,8.483,4.003,10.797,9.668,7.588
ILV6,9.376,8.924,3.192,9.58,9.174,5.55
IMA1,3.336,1.067,-3.881,4.262,3.424,1.399
IMA2,2.136,2.777,-2.126,0.748,2.042,1.834
IMA3,1.815,3.092,-1.904,0.549,2.068,1.951
IMA4,1.787,3.128,-2.237,0.042,2.126,2.01
IMA5,2.511,1.956,-2.651,2.024,2.016,1.42
IMD1,4.957,1.529,-3.712,1.721,-0.976,-2.471
IMD2,7.626,3.937,-1.633,3.964,1.584,-1.284
IMD3,9.388,5.072,2.637,9.171,7.014,4.806
IMD4,9.063,2.62,-1.532,9.209,6.111,5.73
IME1,1.444,1.697,-1.032,-3.447,2.096,4.139
IME2,3.075,2.294,-0.231,4.152,6.276,4.844
IME4,4.748,5.026,2.902,4.746,5.124,4.968
IMG1,6.253,5.778,0.434,6.551,6.768,4.59
IMG2,5.856,5.924,1.908,6.111,6.39,4.495
IMH1,4.713,4.162,0.796,4.918,4.455,3.605
IML1,4.166,3.674,-0.256,4.835,4.445,3.638
IML2,6.369,5.084,1.119,6.578,6.217,4.96
IML3,4.877,3.163,-0.719,5.657,5.141,4.411
IMO32,3.991,3.597,-1.829,4.052,3.493,2.556
IMP1,5.375,5.657,1.578,5.649,5.784,3.737
IMP2,4.73,5.773,0.804,6.487,6.909,4.886
IMP2',5.254,5.236,3.274,5.928,5.034,5.231
IMP3,6.709,2.591,-0.15,6.806,4.986,4.241
IMP4,6.902,3.211,1.986,7.233,4.854,4.78
INH1,7.329,9.585,5.686,8.142,9.382,6.916
INM1,5.023,2.18,-2.41,5.299,3.67,3.793
INM2,4.348,4.833,2.782,4.973,5.068,4.683
INN1,4.705,3.275,-1.893,4.611,3.809,3.16
INO1,3.654,5.737,1.912,7.226,10.944,8.044
INO2,4.994,2.831,1.109,5.174,4.597,5.133
INO4,4.772,4.981,1.706,5.519,5.476,4.443
INO80,5.579,4.54,2.997,6.116,4.835,4.413
INP1,3.172,2.859,-1.407,2.788,3.685,2.952
INP2,3.67,3.081,-1.131,4.313,4.31,3.801
INP51,4.071,3.632,-1.628,4.758,4.088,3.065
INP52,3.936,2.393,-1.106,4.76,3.985,3.128
INP53,6.298,4.166,-0.11,6.318,4.895,3.641
INP54,4.283,4.543,1.634,5.156,4.748,4.341
IOC2,4.661,3.181,-2.099,5.031,4.725,3.714
IOC3,5.404,3.639,-1.749,4.877,4.464,3.463
IOC4,5.175,3.805,2.217,5.679,4.317,4.247
IPI1,5.836,2.022,-0.979,6.228,3.428,3.275
IPI3,6.847,1.609,-1.267,6.955,4.703,4.617
IPK1,3.474,3.441,-0.637,4.805,5.684,2.627
IPL1,2.437,1.133,-6.15,4.07,3.413,2.877
IPP1,10.0,7.997,0.329,10.513,8.734,5.777
IPT1,7.202,4.959,1.258,7.137,5.159,5.477
IQG1,5.071,4.134,-1.077,5.711,5.28,3.946
IRA1,5.461,5.868,3.34,5.893,5.877,5.403
IRA2,5.893,6.462,4.371,6.091,5.948,6.131
IRC10,2.461,-0.244,-2.414,0.889,0.586,1.8
IRC11,4.481,3.742,-1.116,4.596,4.476,3.301
IRC13,-2.431,-2.767,-2.956,,-2.854,-0.785
IRC14,4.534,6.809,-1.035,5.546,7.347,2.965
IRC15,4.565,5.475,2.705,5.463,5.852,5.098
IRC16,5.33,4.546,1.331,6.341,4.406,4.024
IRC18,1.179,2.31,0.023,-2.683,-0.405,0.332
IRC19,3.946,2.854,-0.904,4.192,3.645,3.964
IRC2,5.368,5.024,6.227,5.198,4.684,5.907
IRC20,5.009,4.568,2.419,5.438,4.954,4.308
IRC21,4.779,4.606,-0.192,5.22,5.099,3.073
IRC22,7.851,5.497,-0.293,7.667,5.965,4.08
IRC23,4.755,4.84,1.941,4.72,4.502,4.529
IRC24,5.149,6.768,0.65,6.591,6.684,4.859
IRC25,6.098,4.678,0.096,6.39,5.751,4.535
IRC3,3.984,3.32,0.287,4.149,3.733,3.581
IRC4,3.636,1.712,-1.112,0.018,0.162,-1.434
IRC5,4.905,3.599,-1.557,5.579,4.847,4.116
IRC6,4.356,4.613,-2.053,4.675,4.85,3.884
IRC7,8.042,2.583,-3.707,7.653,2.977,1.317
IRC8,4.31,3.003,-1.361,5.276,4.563,2.914
IRC9,3.76,5.075,3.41,3.964,4.64,4.552
IRE1,5.091,4.088,-0.387,5.034,5.227,4.361
IRR1,4.432,3.14,-2.09,5.6,5.222,4.455
IRS4,3.666,2.775,-2.859,4.487,4.226,3.593
ISA1,6.149,8.017,2.964,6.458,8.203,5.573
ISA2,5.254,5.427,1.277,5.722,6.034,4.427
ISC1,6.498,4.528,0.1,7.384,6.201,4.431
ISC10,4.624,3.363,1.003,4.378,3.427,3.097
ISD11,7.308,6.474,3.226,7.565,7.084,5.355
ISF1,4.492,6.408,3.155,3.761,5.23,4.839
ISM1,3.793,3.511,-0.52,4.522,4.774,3.454
ISN1,5.652,5.191,0.609,6.759,5.698,4.079
ISR1,4.838,4.48,1.568,5.1,4.99,3.894
IST1,5.3,5.15,1.882,5.714,5.255,4.634
IST2,7.078,6.322,2.435,7.572,6.179,4.989
IST3,3.998,4.864,0.707,3.353,4.306,4.385
ISU1,7.551,9.491,7.198,9.137,10.33,9.506
ISU2,4.572,3.023,-1.405,5.312,4.3,3.152
ISW1,6.02,3.837,-0.306,6.135,4.968,3.78
ISW2,5.395,3.922,1.252,5.283,4.231,3.628
ISY1,5.201,5.047,2.69,5.639,5.104,4.628
ITC1,4.721,4.359,1.362,5.329,4.736,4.557
ITR1,9.083,6.958,2.69,9.456,9.152,7.084
ITR2,6.51,4.499,0.129,6.608,5.504,4.136
ITT1,4.247,4.126,1.473,4.725,4.837,3.844
IVY1,4.745,4.523,-0.211,5.436,4.799,4.015
IWR1,4.466,4.971,3.08,4.764,4.83,4.516
IXR1,4.896,4.296,1.587,4.801,5.938,4.197
IZH1,8.066,6.461,2.549,8.086,8.033,5.504
IZH2,7.8,4.75,0.32,6.647,4.846,2.895
IZH3,5.731,5.306,1.252,6.313,6.471,5.63
IZH4,6.727,3.18,-1.192,5.719,4.965,2.043
JAC1,4.11,4.234,0.249,4.839,4.903,3.582
JEM1,4.682,2.539,-0.094,5.14,4.523,4.404
JEN1,2.977,9.115,6.133,2.726,10.235,8.571
JHD1,3.848,3.755,1.28,4.349,4.426,3.94
JHD2,2.861,2.345,-0.963,2.529,2.673,3.059
JID1,3.794,4.847,2.209,3.996,4.762,4.861
JIP4,4.475,4.705,0.207,5.09,4.954,3.959
JIP5,6.74,4.116,0.957,6.769,4.846,4.815
JJJ1,4.266,2.421,-0.965,5.039,4.131,3.397
JJJ2,3.866,2.181,-1.473,3.892,3.563,2.458
JJJ3,4.55,0.06,-3.315,5.586,3.113,3.255
JLP1,3.484,3.139,-1.524,2.7,3.039,2.692
JLP2,4.719,3.07,-5.227,5.162,4.163,2.502
JNM1,3.876,3.683,-1.421,4.252,3.971,4.006
JSN1,5.55,5.015,0.326,5.781,5.472,5.054
KAE1,6.054,4.753,0.065,6.727,6.183,4.907
KAP104,6.652,4.37,1.028,6.496,5.301,4.101
KAP114,4.628,2.907,-3.553,4.79,4.018,2.747
KAP120,5.885,4.492,0.841,5.748,5.328,4.591
KAP122,6.292,3.51,-3.507,6.176,4.809,2.157
KAP123,8.561,5.493,0.66,8.943,7.133,5.056
KAP95,7.409,6.083,1.782,7.606,6.498,5.515
KAR1,4.455,2.257,-3.016,4.708,3.551,3.243
KAR2,9.631,7.754,5.401,9.995,7.937,8.689
KAR3,3.314,2.167,-1.864,4.776,3.988,3.91
KAR4,5.132,3.837,-0.596,5.134,4.156,3.797
KAR5,2.875,2.031,-2.598,2.839,2.337,1.409
KAR9,3.489,2.501,-1.235,3.736,3.42,3.141
KCC4,3.583,2.535,-1.445,4.735,4.378,3.095
KCS1,5.892,4.142,1.852,6.238,5.002,4.534
KDX1,5.703,3.618,0.01,6.668,4.661,3.562
KEG1,5.191,4.803,-0.23,6.042,6.312,4.892
KEI1,6.943,5.708,-0.972,7.007,6.545,4.472
KEL1,5.07,4.116,1.664,5.484,4.554,3.745
KEL2,3.198,3.498,0.95,4.931,4.654,4.039
KEL3,6.32,3.81,-2.389,6.774,4.994,2.87
KEM1,6.942,5.885,2.928,6.994,6.115,5.559
KES1,8.671,6.459,1.684,8.749,6.99,5.794
KEX1,5.656,4.339,-0.346,5.778,4.683,3.478
KEX2,6.432,4.368,0.369,6.587,5.32,4.664
KGD1,6.754,9.485,5.743,7.219,9.903,6.87
KGD2,6.692,9.345,4.635,7.315,9.279,6.252
KHA1,5.467,5.395,3.793,6.112,6.019,6.082
KIC1,4.331,3.632,1.729,4.756,4.486,4.177
KIN1,5.36,5.183,2.788,6.071,5.22,4.591
KIN2,5.704,3.546,-1.194,5.791,4.996,4.513
KIN28,5.002,3.715,0.86,5.086,4.14,3.492
KIN3,4.615,3.126,-3.608,5.408,4.252,2.35
KIN4,5.411,2.96,-2.173,6.014,4.763,3.939
KIN82,2.742,4.686,0.722,2.822,3.795,3.811
KIP1,3.075,1.667,-2.423,4.003,3.878,3.479
KIP2,4.231,2.923,-4.068,5.222,4.472,2.895
KIP3,4.444,3.135,-0.163,5.274,4.511,4.022
KKQ8,4.14,4.133,0.967,4.578,4.244,3.862
KNH1,5.526,5.182,1.039,5.318,5.81,5.229
KNS1,5.111,6.802,3.949,5.672,6.263,6.092
KOG1,4.356,3.868,-0.398,4.673,4.865,3.548
KRE1,6.825,6.763,3.593,6.834,6.894,5.816
KRE2,8.392,7.252,4.067,8.003,7.402,6.237
KRE27,6.286,4.614,-3.222,6.238,5.382,3.846
KRE28,3.974,3.902,0.337,3.556,3.988,2.867
KRE29,3.833,3.244,-0.695,3.744,2.714,3.267
KRE33,7.604,3.094,-0.719,7.405,5.263,4.071
KRE5,4.898,4.383,0.87,5.035,4.781,4.13
KRE6,7.926,5.689,1.216,8.024,7.474,6.188
KRE9,7.54,5.815,0.236,7.501,6.463,5.712
KRI1,6.36,3.092,0.794,6.578,4.979,4.342
KRR1,7.255,3.135,1.11,7.375,5.444,5.027
KRS1,9.644,5.998,-0.667,9.59,7.529,6.43
KSH1,6.908,6.003,2.787,7.164,6.528,5.393
KSP1,6.133,5.744,4.03,6.205,5.89,5.553
KSS1,5.595,2.898,-0.44,5.202,4.337,3.869
KTI11,6.135,4.404,2.257,7.342,6.168,5.991
KTI12,6.38,3.793,-1.576,6.365,4.953,4.059
KTR1,8.074,6.415,3.899,8.321,7.288,6.323
KTR2,5.682,3.05,-1.402,5.501,3.969,3.584
KTR3,7.073,5.49,0.157,7.235,6.641,4.59
KTR4,6.704,6.042,3.403,7.045,5.957,5.247
KTR5,4.613,2.729,-3.053,5.46,4.966,2.852
KTR6,6.669,4.925,0.868,6.989,6.082,4.654
KTR7,4.9,3.665,1.216,5.077,4.4,3.804
KXD1,5.061,4.368,0.893,5.334,5.087,3.685
LAA1,5.267,3.552,0.26,5.244,4.049,3.157
LAC1,6.883,4.713,1.814,6.919,5.501,4.208
LAG1,6.733,5.093,-0.219,6.992,6.162,4.404
LAG2,3.955,4.269,1.304,4.097,4.286,3.888
LAP2,6.123,6.309,-0.406,6.583,7.056,5.056
LAP3,7.069,7.84,1.716,8.095,8.993,6.45
LAP4,6.215,6.944,0.732,7.084,7.487,5.987
LAS1,4.589,3.084,0.681,5.235,4.645,4.174
LAS17,2.84,2.463,-1.235,3.103,3.207,2.898
LAS21,5.213,3.849,-0.791,5.798,5.324,3.656
LAT1,7.815,7.734,2.999,8.156,7.832,6.605
LCB1,7.142,3.865,-1.355,7.068,5.374,5.158
LCB2,7.866,5.59,0.118,7.877,6.477,4.909
LCB3,5.967,4.009,0.789,7.141,5.584,4.778
LCB4,5.996,5.188,2.786,6.217,5.776,4.645
LCB5,5.156,3.977,0.015,6.404,5.274,4.745
LCD1,3.527,2.776,0.471,4.369,3.785,3.154
LCL1,4.124,3.38,1.333,4.044,3.876,3.38
LCL2,6.232,4.984,0.763,6.62,6.015,5.694
LCL3,4.483,3.413,-0.326,4.839,3.862,3.636
LCP5,6.333,1.98,-1.084,7.148,4.542,4.449
LDB16,5.836,4.987,-0.464,6.123,5.837,3.739
LDB17,3.703,2.327,-3.515,3.242,3.393,2.613
LDB18,5.765,5.181,-0.478,6.204,5.937,5.736
LDB19,5.862,4.459,1.639,6.062,5.372,5.315
LDB7,5.714,4.461,1.009,5.758,5.023,3.601
LDH1,4.767,5.413,2.219,6.378,5.693,4.733
LEA1,4.718,4.439,0.039,4.868,4.68,4.06
LEE1,1.672,5.793,1.432,2.046,4.975,4.014
LEM3,6.153,4.972,2.83,6.316,5.383,4.832
LEO1,5.24,3.961,1.784,5.409,4.389,4.092
LEU1,6.377,5.473,2.367,6.486,5.87,3.914
LEU2,6.238,5.83,0.492,6.688,6.556,4.234
LEU3,5.02,3.627,0.853,5.234,4.977,3.85
LEU4,8.545,10.628,5.002,9.319,11.691,6.345
LEU5,4.294,4.605,1.233,4.532,5.079,4.143
LEU9,7.601,4.083,-1.476,7.662,6.442,4.469
LGE1,4.475,4.137,2.595,5.299,4.732,4.885
LHP1,7.746,3.643,0.218,7.626,5.633,4.294
LHS1,6.406,3.797,0.532,6.599,4.933,5.353
LIA1,8.022,3.238,-1.125,7.811,5.315,4.566
LIF1,3.668,3.406,0.487,4.016,4.035,4.265
LIN1,3.674,3.52,0.778,4.086,4.073,3.078
LIP1,7.097,6.121,2.558,7.873,6.639,5.348
LIP2,4.916,4.66,-1.449,5.04,5.46,3.128
LIP5,5.823,5.557,0.161,6.19,6.479,4.844
LOC1,7.176,4.546,1.24,6.862,5.393,5.057
LOH1,2.943,3.144,-0.791,0.677,1.869,1.158
LOS1,6.37,2.643,-0.72,6.121,4.226,3.503
LOT5,5.701,3.684,-0.218,5.955,4.577,3.962
LOT6,4.497,3.83,-6.082,4.63,4.414,2.365
LPD1,7.369,8.642,2.306,8.097,8.66,5.755
LPP1,4.676,3.783,0.003,5.912,5.286,3.336
LPX1,2.151,6.62,0.865,2.883,6.884,2.644
LRE1,5.301,4.346,1.238,5.289,4.633,4.328
LRG1,5.02,3.279,-2.572,4.373,3.8,3.46
LRO1,5.26,3.269,-0.255,5.806,4.218,4.663
LRP1,5.949,3.862,2.727,6.108,4.986,4.976
LRS4,3.165,2.736,-0.74,3.481,2.951,2.452
LSB1,7.416,5.972,-0.951,7.612,6.967,5.555
LSB3,6.463,6.402,0.706,7.105,6.394,5.457
LSB5,6.138,6.057,1.434,6.796,6.271,5.227
LSB6,4.383,4.649,0.616,5.068,5.002,3.658
LSC1,7.858,8.828,1.491,8.863,9.805,7.164
LSC2,6.47,8.727,2.091,8.221,8.959,6.809
LSG1,6.706,2.939,-0.252,6.56,4.773,3.719
LSM1,6.963,5.196,1.685,7.231,6.336,4.843
LSM12,6.461,5.617,-0.023,7.095,6.403,3.865
LSM2,7.178,6.019,1.817,7.193,6.54,4.767
LSM3,5.726,4.168,-0.539,6.63,5.286,4.046
LSM4,6.284,5.099,2.325,6.864,5.688,5.248
LSM5,7.714,5.365,0.801,7.707,6.117,4.973
LSM6,7.79,6.262,2.697,8.179,7.223,5.57
LSM7,6.833,5.427,1.515,6.666,5.464,4.374
LSM8,-2.107,-3.859,,,-2.945,
LSP1,8.678,9.986,6.218,9.105,8.858,8.698
LST4,6.499,5.878,2.864,6.524,6.604,5.69
LST7,4.574,4.135,-0.48,4.834,4.986,4.795
LST8,6.054,5.864,2.289,6.081,5.922,5.183
LTE1,3.986,2.281,-2.871,4.939,4.041,3.133
LTP1,6.558,5.547,-2.976,7.021,6.462,4.111
LTV1,6.008,3.062,-0.784,6.693,5.573,5.392
LUC7,4.534,3.507,-0.161,5.285,4.502,4.417
LYP1,7.969,6.459,2.204,7.723,6.832,6.028
LYS1,6.071,6.263,0.3,7.122,7.442,5.142
LYS12,7.256,6.686,2.627,7.787,7.351,5.647
LYS14,5.105,4.701,2.145,4.929,5.044,4.219
LYS2,6.911,6.639,1.161,7.725,7.119,4.44
LYS20,7.704,7.172,4.198,8.605,8.428,6.552
LYS21,7.749,6.816,2.584,8.146,7.886,5.545
LYS4,7.229,5.025,-0.019,7.051,6.204,4.825
LYS5,4.716,4.877,0.677,5.266,5.224,4.405
LYS9,7.014,5.637,-0.011,7.682,6.45,4.441
MAC1,4.586,3.902,-0.826,4.931,4.561,4.123
MAD1,4.789,3.161,0.803,5.039,3.781,4.309
MAD2,5.013,3.737,-1.319,5.736,4.716,4.169
MAD3,3.925,3.412,0.273,4.914,4.308,3.754
MAE1,6.242,4.687,-1.228,6.365,5.316,3.401
MAF1,5.726,5.548,3.007,5.802,5.392,4.975
MAG1,4.196,4.6,2.409,4.149,3.642,4.377
MAG2,5.349,4.15,2.389,5.741,5.083,4.543
MAK10,5.33,3.241,-1.642,5.147,4.32,3.535
MAK11,6.571,3.765,-0.021,6.776,5.523,4.27
MAK16,6.943,2.403,0.662,7.244,4.807,4.398
MAK21,7.71,2.993,-0.584,7.416,5.266,5.01
MAK3,5.865,3.111,0.147,6.02,4.273,3.691
MAK31,6.49,5.821,1.352,7.498,7.018,4.774
MAK32,4.31,3.765,-1.088,4.367,3.741,2.939
MAK5,7.014,2.928,-0.194,6.785,5.128,4.23
MAL11,3.629,4.022,1.454,3.398,3.77,3.6
MAL12,3.023,2.031,-5.546,2.233,3.664,3.041
MAL13,4.065,4.4,-0.365,3.478,4.716,3.28
MAL31,4.88,4.844,2.016,3.945,4.741,3.993
MAL32,2.88,2.262,-4.546,2.548,3.513,3.065
MAL33,4.832,5.541,0.158,3.782,5.935,4.708
MAM1,0.209,-1.102,-3.033,-1.584,-0.787,-0.906
MAM3,5.537,5.915,2.28,7.145,6.5,5.595
MAM33,5.769,6.201,2.163,6.681,7.584,4.778
MAP1,7.477,4.366,2.6,7.332,5.258,5.125
MAP2,6.7,5.488,1.44,7.374,6.081,5.029
MAS1,5.439,5.141,1.913,6.207,6.01,4.886
MAS2,6.941,5.308,-0.916,7.059,6.766,4.757
MATALPHA1,-3.218,-1.911,-5.931,-1.265,-0.885,-2.717
MATALPHA2,3.766,4.274,,,3.566,
MBA1,5.208,5.896,-0.753,5.918,7.285,4.114
MBB1,2.731,3.985,0.29,4.668,4.232,2.816
MBF1,9.476,9.479,6.674,9.929,8.511,8.347
MBP1,4.503,3.608,-0.703,4.838,4.167,3.54
MBR1,4.431,7.585,3.936,6.007,7.234,7.114
MCA1,7.41,6.054,0.765,7.508,7.249,6.095
MCD1,5.062,2.321,-2.266,6.095,4.406,3.116
MCD4,6.204,3.174,-1.238,5.849,5.373,4.269
MCH1,4.828,6.286,1.543,6.499,7.281,5.152
MCH2,1.64,2.232,0.427,-0.286,0.162,3.025
MCH4,4.758,5.424,-0.691,5.203,5.996,3.823
MCH5,8.252,3.307,-0.399,7.807,4.164,5.605
MCK1,7.788,6.933,2.39,8.109,7.622,6.319
MCM1,6.088,4.869,1.111,6.215,4.878,4.53
MCM10,3.858,2.687,-2.664,4.674,3.967,3.565
MCM16,4.707,2.54,-3.667,5.078,4.236,2.355
MCM2,5.349,3.412,-1.973,6.011,5.049,3.893
MCM21,4.152,3.442,-0.36,4.648,4.322,3.42
MCM22,3.405,3.132,-0.787,4.03,3.636,2.522
MCM3,6.301,4.213,-1.165,6.363,5.419,4.556
MCM4,5.824,4.064,-0.011,5.69,5.155,4.107
MCM5,5.659,3.551,-2.595,5.61,4.893,4.177
MCM6,5.508,3.454,-0.771,5.945,4.747,4.222
MCM7,6.371,4.53,-0.403,6.082,5.345,4.384
MCR1,7.482,8.796,4.26,7.715,8.818,6.24
MCT1,5.425,4.538,1.458,5.822,4.809,4.556
MCX1,5.021,3.478,-1.624,5.108,3.983,3.943
MDE1,7.262,5.588,0.045,6.877,5.535,3.617
MDG1,5.682,6.931,2.546,6.733,6.568,7.01
MDH1,7.089,9.257,2.937,7.919,9.777,6.336
MDH2,5.367,10.169,4.512,5.93,10.896,5.949
MDH3,7.181,8.55,5.645,7.942,8.2,7.129
MDJ1,5.88,6.517,1.994,6.854,6.212,5.138
MDJ2,3.946,3.578,-0.964,3.304,3.008,2.238
MDL1,5.917,4.511,-0.397,6.175,5.632,4.603
MDL2,5.52,5.759,0.334,5.864,6.353,4.44
MDM1,4.125,3.496,-2.047,4.997,4.71,3.489
MDM10,4.314,3.436,-2.361,4.304,3.895,3.346
MDM12,4.468,4.395,0.592,4.272,4.227,3.632
MDM20,5.486,2.434,-2.978,5.515,3.866,2.894
MDM30,4.694,4.095,0.151,4.976,5.112,4.038
MDM31,4.652,5.08,1.076,5.501,5.879,4.611
MDM32,5.381,5.68,2.29,5.237,5.955,4.383
MDM34,4.324,5.193,0.236,4.695,5.462,3.915
MDM35,6.4,6.792,2.771,6.489,7.159,4.193
MDM36,3.764,5.063,-1.182,4.394,5.708,4.094
MDM38,6.43,6.086,1.962,6.926,6.915,5.611
MDN1,6.855,3.667,-0.255,6.704,5.468,5.061
MDR1,5.257,4.727,0.811,5.564,5.134,4.509
MDS3,5.168,5.473,3.084,5.428,5.409,5.187
MDV1,4.71,5.13,0.194,5.488,5.521,3.378
MDY2,5.353,5.549,1.071,5.986,5.408,3.946
MEC1,4.178,3.995,-0.24,4.993,5.089,3.812
MEC3,3.415,3.186,-0.526,4.531,3.935,4.115
MED1,5.135,3.073,-1.776,4.958,3.852,3.184
MED11,5.185,4.495,-1.015,5.53,5.082,3.694
MED2,4.906,4.701,1.97,5.36,4.9,4.359
MED4,5.493,3.746,0.247,5.518,4.819,4.437
MED6,4.784,3.331,-0.173,4.869,4.131,3.806
MED7,4.301,3.658,-0.089,4.94,4.133,2.708
MED8,5.094,4.712,0.922,5.201,4.937,4.808
MEF1,5.71,5.646,0.425,6.156,7.334,3.666
MEF2,3.714,4.864,1.042,5.249,5.82,4.707
MEH1,5.275,5.126,2.117,6.184,5.615,4.117
MEI4,2.094,0.01,-4.508,3.547,3.083,2.844
MEI5,-0.901,-2.804,-6.337,2.542,2.357,2.314
MEK1,1.735,0.981,0.015,2.053,3.212,4.296
MEP1,5.555,5.114,3.312,6.331,6.916,6.391
MEP2,6.836,5.255,-1.27,6.753,7.317,5.33
MEP3,7.052,6.562,1.172,7.281,7.459,4.793
MER1,3.07,0.282,-3.074,4.011,3.024,4.594
MES1,8.515,4.304,-1.204,8.057,5.119,4.713
MET1,3.646,2.913,0.08,4.488,4.143,3.929
MET10,5.859,5.275,-0.833,6.741,6.04,4.19
MET12,6.261,5.135,3.372,6.521,5.676,4.959
MET13,5.113,5.788,0.32,6.29,7.056,4.49
MET14,5.55,3.236,0.788,5.317,3.168,3.876
MET16,4.458,3.337,-1.797,4.841,4.039,3.291
MET17,9.008,8.039,-1.218,9.149,8.538,4.826
MET18,5.909,3.787,-1.34,5.479,4.674,3.953
MET2,3.563,4.068,-0.68,4.217,4.294,3.737
MET22,7.222,5.403,1.122,7.293,5.623,4.009
MET3,5.128,3.439,-1.271,5.082,4.091,3.43
MET30,5.048,4.899,4.005,5.937,6.156,6.573
MET31,5.146,3.461,-0.093,5.388,3.909,3.54
MET32,4.178,2.907,-0.76,4.492,3.552,2.794
MET4,5.128,4.807,2.649,5.538,5.459,5.068
MET5,5.727,5.148,0.459,6.005,5.044,3.593
MET6,8.828,8.039,0.331,10.177,9.29,5.279
MET7,6.471,3.862,-0.938,6.614,5.131,4.033
MET8,2.019,1.413,-1.191,3.414,3.016,1.431
MEU1,7.674,4.704,1.661,7.771,6.458,6.055
MEX67,6.31,3.948,1.431,6.192,4.809,4.692
MF(ALPHA)1,-0.217,0.7,-3.02,,-1.376,0.19
MF(ALPHA)2,3.383,2.614,-1.539,3.12,3.601,3.406
MFA1,9.063,5.96,1.018,5.73,4.684,4.558
MFA2,9.818,7.264,0.136,7.171,7.1,4.866
MFB1,4.679,4.302,2.022,4.824,4.252,4.076
MFM1,3.658,3.588,0.066,3.931,4.172,4.087
MFT1,4.294,2.969,-0.81,4.658,3.311,3.322
MGA1,4.147,2.288,-1.63,1.858,1.664,2.262
MGA2,6.233,4.154,1.126,6.429,5.91,5.45
MGE1,7.928,6.274,2.909,7.975,7.057,5.202
